TrainingUpdate,CriticLoss,CriticLoss1,CriticLoss2,ActorLoss,AlphaLoss,EntropyWeight,LogAlpha,QValue
1,0.2119501829147339,0.1967254877090454,0.22717487812042236,-1.4947174787521362,3.2354073524475098,0.9650282859802246,-0.035597845911979675,0.18994228541851044
2,0.20713841915130615,0.19108985364437103,0.22318696975708008,-1.4897221326828003,3.2237486839294434,0.9647407531738281,-0.035895876586437225,0.19603008031845093
3,0.16737285256385803,0.15350612998008728,0.18123957514762878,-1.4976247549057007,3.220449686050415,0.964453399181366,-0.03619375452399254,0.20665660500526428
4,0.20272481441497803,0.1858026534318924,0.21964696049690247,-1.518025279045105,3.241938352584839,0.9641661047935486,-0.03649167716503143,0.20499369502067566
5,0.17030683159828186,0.1582094430923462,0.18240422010421753,-1.5228374004364014,3.2408339977264404,0.963878870010376,-0.036789633333683014,0.2103356122970581
6,0.16629675030708313,0.15282754600048065,0.1797659695148468,-1.5213972330093384,3.23215651512146,0.9635917544364929,-0.03708754852414131,0.21699833869934082
7,0.1501254290342331,0.1402740776538849,0.1599767804145813,-1.515198826789856,3.210662364959717,0.9633049368858337,-0.0373852476477623,0.2317200005054474
8,0.1278994381427765,0.1152801513671875,0.14051872491836548,-1.5155619382858276,3.228039026260376,0.9630182385444641,-0.037682902067899704,0.2141326665878296
9,0.16121450066566467,0.14714840054512024,0.1752806007862091,-1.5354113578796387,3.233328342437744,0.962731659412384,-0.037980563938617706,0.22811950743198395
10,0.18406349420547485,0.17402656376361847,0.19410043954849243,-1.549359917640686,3.2480525970458984,0.9624450206756592,-0.038278356194496155,0.22677084803581238
11,0.10913687199354172,0.1004338413476944,0.11783990263938904,-1.5474598407745361,3.2377231121063232,0.9621583819389343,-0.03857618197798729,0.23462674021720886
12,0.14241352677345276,0.13412906229496002,0.1506979912519455,-1.5435736179351807,3.2360944747924805,0.961871862411499,-0.03887402266263962,0.2317957580089569
13,0.11163397878408432,0.10623525828123093,0.11703269928693771,-1.547023892402649,3.216387987136841,0.9615855813026428,-0.03917171433568001,0.2543792426586151
14,0.10621871054172516,0.09809070825576782,0.11434672027826309,-1.523866057395935,3.2200028896331787,0.961299479007721,-0.03946930170059204,0.22703464329242706
15,0.09565253555774689,0.08752557635307312,0.10377948731184006,-1.5504652261734009,3.224052667617798,0.9610134959220886,-0.039766836911439896,0.24901150166988373
16,0.10653698444366455,0.09960288554430008,0.11347107589244843,-1.5453280210494995,3.2230067253112793,0.9607276320457458,-0.040064312517642975,0.24434812366962433
17,0.1395271122455597,0.1311282068490982,0.14792600274085999,-1.5689791440963745,3.2309935092926025,0.9604418873786926,-0.040361810475587845,0.25944095849990845
18,0.1607496738433838,0.1520935744047165,0.1694057583808899,-1.5801042318344116,3.244131565093994,0.9601560831069946,-0.04065943881869316,0.25685620307922363
19,0.10107511281967163,0.09604442119598389,0.10610579699277878,-1.5524982213974,3.2185745239257812,0.959870457649231,-0.04095696657896042,0.25423577427864075
20,0.08522804081439972,0.08034954220056534,0.0901065319776535,-1.564487099647522,3.21974515914917,0.9595849514007568,-0.04125441983342171,0.2644828259944916
21,0.13030806183815002,0.12321218103170395,0.1374039351940155,-1.5667272806167603,3.2224295139312744,0.959299623966217,-0.041551828384399414,0.26346781849861145
22,0.15610960125923157,0.153744176030159,0.15847501158714294,-1.5860711336135864,3.23358154296875,0.9590142965316772,-0.0418492928147316,0.2710888087749481
23,0.09769652783870697,0.09125250577926636,0.10414055734872818,-1.5680903196334839,3.216993808746338,0.9587291479110718,-0.04214667156338692,0.26912492513656616
24,0.10027612745761871,0.0989578366279602,0.10159442573785782,-1.569413185119629,3.2174923419952393,0.9584441781044006,-0.04244397580623627,0.26937922835350037
