EpisodeIndex,EpisodeReward,EpisodeSteps,AverageReward,TotalAgentSteps,EpisodeQ0,EvaluationStatistic,BufferSize,CriticLoss,ActorLoss,AlphaLoss,EntropyWeight,QValue
61,-60.28548873042285,50,-60.28548873042285,3050,0.1278030276298523,,550,0.20713841915130615,-1.4897221326828003,3.2237486839294434,0.9647407531738281,0.19603008031845093
62,-48.40581207388039,50,-54.34565040215162,3100,0.1336761713027954,,600,0.20272481441497803,-1.518025279045105,3.241938352584839,0.9641661047935486,0.20499369502067566
63,-65.90588672332457,50,-58.19906250920926,3150,0.10190965980291367,,650,0.16629675030708313,-1.5213972330093384,3.23215651512146,0.9635917544364929,0.21699833869934082
64,-51.64348947449224,50,-56.56016925053001,3200,0.1222161203622818,,700,0.1278994381427765,-1.5155619382858276,3.228039026260376,0.9630182385444641,0.2141326665878296
65,-48.85877250793185,50,-55.01988990201038,3250,0.11142654716968536,-45.05833093042728,750,0.18406349420547485,-1.549359917640686,3.2480525970458984,0.9624450206756592,0.22677084803581238
66,-54.97463584357893,50,-55.01234755893847,3300,0.13378466665744781,,800,0.14241352677345276,-1.5435736179351807,3.2360944747924805,0.961871862411499,0.2317957580089569
67,-40.80615074467103,50,-52.98289087118598,3350,0.11986024677753448,,850,0.10621871054172516,-1.523866057395935,3.2200028896331787,0.961299479007721,0.22703464329242706
68,-40.32825423414433,50,-51.40106129155577,3400,0.13105656206607819,,900,0.10653698444366455,-1.5453280210494995,3.2230067253112793,0.9607276320457458,0.24434812366962433
69,-31.28045072360724,50,-49.165437895117044,3450,0.17393913865089417,,950,0.1607496738433838,-1.5801042318344116,3.244131565093994,0.9601560831069946,0.25685620307922363
70,-54.905490443925125,50,-49.739443149997854,3500,0.1167280375957489,-48.17635718742878,1000,0.08522804081439972,-1.564487099647522,3.21974515914917,0.9595849514007568,0.2644828259944916
71,-57.10801087281607,50,-50.40931294298132,3550,0.16113772988319397,,1050,0.15610960125923157,-1.5860711336135864,3.23358154296875,0.9590142965316772,0.2710888087749481
72,-27.363504289143084,50,-48.4888288884948,3600,0.11702869832515717,,1100,0.10027612745761871,-1.569413185119629,3.2174923419952393,0.9584441781044006,0.26937922835350037
73,-72.80588065904297,50,-50.35937133238312,3650,0.12616939842700958,,1150,0.0806935578584671,-1.5715358257293701,3.219728946685791,0.9578744173049927,0.26812544465065
74,-28.188218846127576,50,-48.77571758336487,3700,0.14042513072490692,,1200,0.15555500984191895,-1.5868297815322876,3.208949565887451,0.9573051929473877,0.2930593490600586
75,-61.40461458149672,50,-49.61764404990699,3750,0.12723663449287415,-31.345343696749826,1250,0.14529255032539368,-1.5842739343643188,3.2237329483032227,0.9567362070083618,0.2745821475982666
76,-58.192590661164104,50,-50.15357821311057,3800,0.12935161590576172,,1300,0.15143488347530365,-1.5937467813491821,3.234819173812866,0.9561675190925598,0.27183133363723755
77,-70.03061397901305,50,-51.322815611104836,3850,0.16583877801895142,,1350,0.1417050063610077,-1.6010524034500122,3.2099149227142334,0.9555990695953369,0.30290377140045166
78,-38.10804373584211,50,-50.588661618034685,3900,0.13511380553245544,,1400,0.12854771316051483,-1.5915021896362305,3.2091269493103027,0.9550313949584961,0.2930057644844055
79,-67.21991895516958,50,-51.4639909515681,3950,0.14181582629680634,,1450,0.1153947114944458,-1.5748735666275024,3.1948752403259277,0.9544642567634583,0.2894934117794037
80,-53.07072291930863,50,-51.54432754995512,4000,0.16042722761631012,-45.478125696750624,1500,0.12727950513362885,-1.598017930984497,3.2070250511169434,0.9538978338241577,0.29935505986213684
81,-44.65832544280551,50,-50.76296938557426,4050,0.15342499315738678,,1550,0.10964372754096985,-1.6041923761367798,3.209796905517578,0.9533323049545288,0.30162563920021057
82,-64.09977216432904,50,-51.54766739009669,4100,0.14942774176597595,,1600,0.07304027676582336,-1.6043411493301392,3.20206880569458,0.9527674913406372,0.3083720803260803
83,-89.44206492818036,50,-52.72447630033948,4150,0.15303924679756165,,1650,0.09965363889932632,-1.6160506010055542,3.2047464847564697,0.9522029757499695,0.3162744641304016
84,-20.772227265970873,50,-51.18091318991341,4200,0.16742557287216187,,1700,0.11858491599559784,-1.620413064956665,3.1991915702819824,0.9516386985778809,0.3250633180141449
85,-25.86340524303127,50,-50.03114482666838,4250,0.16324755549430847,-29.259303000791355,1750,0.12464231997728348,-1.6270508766174316,3.2066195011138916,0.9510749578475952,0.3231447637081146
86,-29.806314032163616,50,-48.77272873609761,4300,0.2141021192073822,,1800,0.10327668488025665,-1.6022224426269531,3.174908399581909,0.9505116939544678,0.32890042662620544
87,-22.6509354714851,50,-47.86496797243832,4350,0.149667888879776,,1850,0.15577974915504456,-1.6146281957626343,3.1983208656311035,0.949949324131012,0.3167680501937866
88,-27.64779693763212,50,-47.23094510761271,4400,0.1656443476676941,,1900,0.13750863075256348,-1.6416722536087036,3.2178008556365967,0.9493871927261353,0.3232078552246094
89,-62.17941440857014,50,-48.775893291860854,4450,0.2280963510274887,,1950,0.10665734112262726,-1.6317247152328491,3.1997432708740234,0.9488251209259033,0.33019351959228516
