EpisodeIndex,EpisodeReward,EpisodeSteps,AverageReward,TotalAgentSteps,EpisodeQ0,EvaluationStatistic,BufferSize,CriticLoss,ActorLoss,AlphaLoss,EntropyWeight,QValue
2701,-19.455152937106767,50,-19.455152937106767,135050,3.4288039207458496,,20000,0.022369781509041786,-3.789959669113159,0.8896580934524536,0.264133483171463,3.428687810897827
2702,-17.202597729503587,50,-18.328875333305177,135100,3.420914649963379,,20000,0.022812072187662125,-3.7907066345214844,0.8909523487091064,0.2640141546726227,3.4279022216796875
2703,-11.439328324820181,50,-16.03235966381018,135150,3.416470527648926,,20000,0.03210274875164032,-3.789038896560669,0.8895619511604309,0.2638949155807495,3.4273860454559326
2704,-33.59373378910962,50,-20.42270319513504,135200,3.4152817726135254,,20000,0.01611662469804287,-3.789055109024048,0.8888080716133118,0.26377567648887634,3.427917957305908
2705,-16.622723501289812,50,-19.662707256365994,135250,3.419481039047241,-15.73512718074966,20000,0.028828836977481842,-3.787229299545288,0.8864923119544983,0.26365652680397034,3.4281692504882812
2706,-18.188515676518303,50,-19.41700865972471,135300,3.419926404953003,,20000,0.024130571633577347,-3.789957284927368,0.887751579284668,0.2635374367237091,3.4293999671936035
2707,-26.396750955222906,50,-20.41411470193874,135350,3.4237685203552246,,20000,0.02133823372423649,-3.7887747287750244,0.8856499195098877,0.2634183168411255,3.4300806522369385
2708,-30.603284227740644,50,-21.68776089266398,135400,3.427434206008911,,20000,0.03580430895090103,-3.790113687515259,0.8865441679954529,0.26329928636550903,3.4302873611450195
2709,-15.804887136737957,50,-21.034108253116646,135450,3.4049270153045654,,20000,0.018221983686089516,-3.7912464141845703,0.8877070546150208,0.2631802558898926,3.430018663406372
2710,-19.82397768102077,50,-20.913095195907058,135500,3.410292148590088,-11.82000371346276,20000,0.022034544497728348,-3.7870054244995117,0.8841816782951355,0.2630612850189209,3.429065465927124
2711,-19.99044805026515,50,-20.829218182666885,135550,3.4197704792022705,,20000,0.03514868766069412,-3.786543846130371,0.8843843936920166,0.2629424035549164,3.4281630516052246
2712,-49.751473690781246,50,-23.239406141676415,135600,3.426527976989746,,20000,0.040631793439388275,-3.7868940830230713,0.8858338594436646,0.26282355189323425,3.426826000213623
