TrainingUpdate,CriticLoss,CriticLoss1,CriticLoss2,ActorLoss,AlphaLoss,EntropyWeight,LogAlpha,QValue
1,0.024594224989414215,0.024573668837547302,0.024614783003926277,-3.788292646408081,0.8874912858009338,0.2641931474208832,-1.331074833869934,3.429307222366333
2,0.022369781509041786,0.022368108853697777,0.022371454164385796,-3.789959669113159,0.8896580934524536,0.264133483171463,-1.3313007354736328,3.428687810897827
3,0.027294863015413284,0.027331700548529625,0.027258023619651794,-3.7891623973846436,0.8894038200378418,0.26407381892204285,-1.3315266370773315,3.4280261993408203
4,0.022812072187662125,0.022813210263848305,0.022810932248830795,-3.7907066345214844,0.8909523487091064,0.2640141546726227,-1.3317525386810303,3.4279022216796875
5,0.0317743681371212,0.0317668542265892,0.0317818820476532,-3.785198926925659,0.8856867551803589,0.2639545202255249,-1.331978440284729,3.4275400638580322
6,0.03210274875164032,0.032128870487213135,0.0320766307413578,-3.789038896560669,0.8895619511604309,0.2638949155807495,-1.3322043418884277,3.4273860454559326
7,0.034200407564640045,0.03421952202916145,0.03418128937482834,-3.789546012878418,0.8896303772926331,0.2638353109359741,-1.3324302434921265,3.4277052879333496
8,0.01611662469804287,0.01612345688045025,0.01610979251563549,-3.789055109024048,0.8888080716133118,0.26377567648887634,-1.3326562643051147,3.427917957305908
9,0.02728753350675106,0.027292480692267418,0.027282586321234703,-3.7850186824798584,0.8845012784004211,0.26371610164642334,-1.3328821659088135,3.4280688762664795
10,0.028828836977481842,0.02884138561785221,0.028816290199756622,-3.787229299545288,0.8864923119544983,0.26365652680397034,-1.3331080675125122,3.4281692504882812
11,0.026348214596509933,0.026369426399469376,0.026327000930905342,-3.7896060943603516,0.8882415890693665,0.2635969817638397,-1.333333969116211,3.4286773204803467
12,0.024130571633577347,0.024160107597708702,0.02410103753209114,-3.789957284927368,0.887751579284668,0.2635374367237091,-1.3335598707199097,3.4293999671936035
13,0.030385883525013924,0.030364390462636948,0.0304073765873909,-3.7945263385772705,0.8915528059005737,0.2634778618812561,-1.333785891532898,3.4300482273101807
14,0.02133823372423649,0.021327892318367958,0.02134857513010502,-3.7887747287750244,0.8856499195098877,0.2634183168411255,-1.3340119123458862,3.4300806522369385
15,0.021131504327058792,0.021130552515387535,0.02113245613873005,-3.7912864685058594,0.8877944946289062,0.26335880160331726,-1.3342379331588745,3.430328607559204
16,0.03580430895090103,0.0358099490404129,0.03579866886138916,-3.790113687515259,0.8865441679954529,0.26329928636550903,-1.3344639539718628,3.4302873611450195
17,0.02757771871984005,0.027565596625208855,0.027589840814471245,-3.7923381328582764,0.888435423374176,0.2632397711277008,-1.334689974784851,3.4305014610290527
18,0.018221983686089516,0.018220722675323486,0.018223244696855545,-3.7912464141845703,0.8877070546150208,0.2631802558898926,-1.334916114807129,3.430018663406372
19,0.028309281915426254,0.028307337313890457,0.028311224654316902,-3.7901997566223145,0.8871186375617981,0.26312074065208435,-1.3351422548294067,3.429441213607788
20,0.022034544497728348,0.022038910537958145,0.0220301765948534,-3.7870054244995117,0.8841816782951355,0.2630612850189209,-1.335368275642395,3.429065465927124
21,0.028710298240184784,0.028710728511214256,0.028709866106510162,-3.788072347640991,0.8854462504386902,0.26300182938575745,-1.3355942964553833,3.428748607635498
22,0.03514868766069412,0.03514133021235466,0.035156045109033585,-3.786543846130371,0.8843843936920166,0.2629424035549164,-1.3358203172683716,3.4281630516052246
23,0.027887582778930664,0.027877800166606903,0.027897365391254425,-3.786997079849243,0.885520875453949,0.2628829777240753,-1.3360463380813599,3.427360773086548
