TrainingUpdate,CriticLoss,CriticLoss1,CriticLoss2,ActorLoss,AlphaLoss,EntropyWeight,LogAlpha,QValue
1,0.006132025271654129,0.005942784249782562,0.006321266759186983,3.3436310291290283,0.16591733694076538,0.04999999701976776,-2.995732307434082,-3.409548282623291
2,0.006976905278861523,0.006976455915719271,0.006977354642003775,3.328339099884033,0.16556859016418457,0.04999999701976776,-2.995732307434082,-3.3939080238342285
3,0.01536986231803894,0.014879883266985416,0.01585984043776989,3.5410351753234863,0.1648707240819931,0.04999999701976776,-2.995732307434082,-3.605905771255493
4,0.01612398773431778,0.016033627092838287,0.016214346513152122,3.3658578395843506,0.16581952571868896,0.04999999701976776,-2.995732307434082,-3.4316775798797607
5,0.009705816395580769,0.009465725161135197,0.00994590763002634,3.4954042434692383,0.1670893430709839,0.04999999701976776,-2.995732307434082,-3.5624938011169434
6,0.00522503862157464,0.004989635664969683,0.005460441578179598,3.2359089851379395,0.166763037443161,0.04999999701976776,-2.995732307434082,-3.3026721477508545
7,0.0053855180740356445,0.0046651531010866165,0.00610588351264596,3.082852840423584,0.16458047926425934,0.04999999701976776,-2.995732307434082,-3.147433042526245
8,0.01338285207748413,0.01312241330742836,0.013643289916217327,3.536698818206787,0.1655982881784439,0.04999999701976776,-2.995732307434082,-3.602296829223633
9,0.006670508533716202,0.006866222247481346,0.006474795285612345,3.2687413692474365,0.16486211121082306,0.04999999701976776,-2.995732307434082,-3.333603858947754
10,0.010518266819417477,0.010196873918175697,0.010839659720659256,3.1327202320098877,0.16354703903198242,0.04999999701976776,-2.995732307434082,-3.196267604827881
11,0.007781104184687138,0.007717605214565992,0.00784460362046957,3.162860870361328,0.16412588953971863,0.04999999701976776,-2.995732307434082,-3.2269866466522217
12,0.008152623660862446,0.00784476101398468,0.008460486307740211,3.496241331100464,0.1655900925397873,0.04999999701976776,-2.995732307434082,-3.561830997467041
13,0.008460840210318565,0.008041080087423325,0.00888060126453638,3.494205951690674,0.16509763896465302,0.04999999701976776,-2.995732307434082,-3.5593037605285645
14,0.007270717062056065,0.006948394700884819,0.0075930398888885975,3.207609176635742,0.16548912227153778,0.04999999701976776,-2.995732307434082,-3.2730977535247803
15,0.007176792714744806,0.006747868377715349,0.007605717051774263,3.444535493850708,0.16638030111789703,0.04999999701976776,-2.995732307434082,-3.510915756225586
16,0.006015928462147713,0.005193238612264395,0.006838618777692318,3.5067591667175293,0.16625671088695526,0.04999999701976776,-2.995732307434082,-3.5730156898498535
17,0.014242110773921013,0.013810914941132069,0.014673307538032532,3.1121504306793213,0.1656164526939392,0.04999999701976776,-2.995732307434082,-3.177766799926758
18,0.013294655829668045,0.012951011769473553,0.013638300821185112,3.419173240661621,0.16573873162269592,0.04999999701976776,-2.995732307434082,-3.4849116802215576
19,0.011002407409250736,0.010598552413284779,0.011406262405216694,3.174621820449829,0.16639640927314758,0.04999999701976776,-2.995732307434082,-3.241018295288086
20,0.010263713076710701,0.00991258304566145,0.010614844039082527,3.4313437938690186,0.1657012552022934,0.04999999701976776,-2.995732307434082,-3.4970450401306152
21,0.006856315769255161,0.006441394332796335,0.0072712367400527,3.2856788635253906,0.16650624573230743,0.04999999701976776,-2.995732307434082,-3.3521852493286133
22,0.006131491623818874,0.005514361429959536,0.0067486222833395,3.3640191555023193,0.16547319293022156,0.04999999701976776,-2.995732307434082,-3.429492473602295
23,0.008547864854335785,0.008635662496089935,0.00846006814390421,3.0026957988739014,0.16515281796455383,0.04999999701976776,-2.995732307434082,-3.0678489208221436
24,0.008870240300893784,0.00849955528974533,0.009240926243364811,3.258849620819092,0.16523662209510803,0.04999999701976776,-2.995732307434082,-3.3240861892700195
25,0.010231154039502144,0.009531166404485703,0.01093114260584116,3.282201051712036,0.16565588116645813,0.04999999701976776,-2.995732307434082,-3.3478574752807617
26,0.007070416584610939,0.006918199360370636,0.007222633343189955,3.3138272762298584,0.1654796153306961,0.04999999701976776,-2.995732307434082,-3.3793067932128906
27,0.004374867305159569,0.0041361586190760136,0.004613575991243124,3.3034136295318604,0.16590707004070282,0.04999999701976776,-2.995732307434082,-3.3693206310272217
28,0.007840868085622787,0.008026544004678726,0.007655192632228136,3.1934003829956055,0.16565097868442535,0.04999999701976776,-2.995732307434082,-3.2590513229370117
29,0.00833216868340969,0.008061997592449188,0.008602340705692768,3.5077662467956543,0.1659645289182663,0.04999999701976776,-2.995732307434082,-3.573730945587158
30,0.009865268133580685,0.00977329257875681,0.00995724368840456,3.3814990520477295,0.16584810614585876,0.04999999701976776,-2.995732307434082,-3.447347402572632
31,0.0060713086277246475,0.005806769710034132,0.006335847545415163,3.227442741394043,0.1651877462863922,0.04999999701976776,-2.995732307434082,-3.292630434036255
32,0.004005970433354378,0.0035674325190484524,0.004444507881999016,3.3068838119506836,0.16484083235263824,0.04999999701976776,-2.995732307434082,-3.3717246055603027
33,0.013821808621287346,0.013318336568772793,0.014325280673801899,3.3815832138061523,0.16552302241325378,0.04999999701976776,-2.995732307434082,-3.447106122970581
34,0.01032979879528284,0.00983751006424427,0.010822087526321411,3.4834024906158447,0.16699667274951935,0.04999999701976776,-2.995732307434082,-3.5503993034362793
35,0.011546909809112549,0.011075114831328392,0.012018703855574131,3.3088111877441406,0.1651403307914734,0.04999999701976776,-2.995732307434082,-3.3739511966705322
36,0.006210691295564175,0.0060919807292521,0.006329402327537537,3.5082902908325195,0.16586166620254517,0.04999999701976776,-2.995732307434082,-3.5741517543792725
37,0.00801051128655672,0.007271674927324057,0.008749347180128098,3.506171464920044,0.1670396327972412,0.04999999701976776,-2.995732307434082,-3.573211193084717
38,0.0073808953166007996,0.0073348465375602245,0.007426943629980087,3.2637174129486084,0.16573689877986908,0.04999999701976776,-2.995732307434082,-3.3294544219970703
39,0.00596911646425724,0.006193097680807114,0.00574513478204608,3.5346877574920654,0.1657147854566574,0.04999999701976776,-2.995732307434082,-3.600402593612671
40,0.007365663535892963,0.007518719881772995,0.007212607190012932,3.6709389686584473,0.16482414305210114,0.04999999701976776,-2.995732307434082,-3.73576283454895
41,0.012134668417274952,0.011862976476550102,0.012406360357999802,3.681943416595459,0.1663486659526825,0.04999999701976776,-2.995732307434082,-3.7482922077178955
42,0.008542802184820175,0.008363374508917332,0.008722229860723019,3.457033634185791,0.16601082682609558,0.04999999701976776,-2.995732307434082,-3.5230443477630615
43,0.012894032523036003,0.012158611789345741,0.01362945232540369,3.4814209938049316,0.1648140400648117,0.04999999701976776,-2.995732307434082,-3.546234607696533
44,0.0063802627846598625,0.006012233905494213,0.006748292129486799,3.562793493270874,0.16496439278125763,0.04999999701976776,-2.995732307434082,-3.627758264541626
45,0.00848846323788166,0.008102357387542725,0.008874569088220596,3.593074321746826,0.1649206280708313,0.04999999701976776,-2.995732307434082,-3.6579954624176025
46,0.008650416508316994,0.008037501946091652,0.009263330139219761,3.1404385566711426,0.16571298241615295,0.04999999701976776,-2.995732307434082,-3.2061517238616943
47,0.005935809575021267,0.005651235580444336,0.006220384035259485,3.337653398513794,0.16549253463745117,0.04999999701976776,-2.995732307434082,-3.403146266937256
48,0.00427608285099268,0.004254525527358055,0.004297640174627304,3.5031449794769287,0.16488444805145264,0.04999999701976776,-2.995732307434082,-3.5680294036865234
49,0.006789563689380884,0.006377737037837505,0.007201390340924263,3.308084487915039,0.16522985696792603,0.04999999701976776,-2.995732307434082,-3.373314142227173
50,0.005819594021886587,0.005884706042706966,0.005754482001066208,3.392542839050293,0.16462314128875732,0.04999999701976776,-2.995732307434082,-3.4571666717529297
51,0.01441214233636856,0.014399001374840736,0.01442528236657381,3.0673177242279053,0.16374218463897705,0.04999999701976776,-2.995732307434082,-3.1310601234436035
52,0.008891388773918152,0.008673765696585178,0.009109011851251125,3.227146625518799,0.16551637649536133,0.04999999701976776,-2.995732307434082,-3.2926626205444336
53,0.013530917465686798,0.013089881278574467,0.01397195365279913,3.6588566303253174,0.1656833291053772,0.04999999701976776,-2.995732307434082,-3.7245397567749023
54,0.013356429524719715,0.012606996111571789,0.014105862937867641,3.403369665145874,0.16461464762687683,0.04999999701976776,-2.995732307434082,-3.467984437942505
55,0.004394095856696367,0.004027314018458128,0.0047608776949346066,3.335651397705078,0.16579367220401764,0.04999999701976776,-2.995732307434082,-3.401445150375366
56,0.005275152623653412,0.0055891708470880985,0.004961133934557438,3.3443946838378906,0.16545435786247253,0.04999999701976776,-2.995732307434082,-3.4098494052886963
57,0.006100921425968409,0.006160609889775515,0.006041232962161303,3.2327983379364014,0.16655606031417847,0.04999999701976776,-2.995732307434082,-3.299354314804077
58,0.00784693006426096,0.006669098976999521,0.00902476068586111,3.200373888015747,0.1635543555021286,0.04999999701976776,-2.995732307434082,-3.2639284133911133
59,0.006434622220695019,0.005775514058768749,0.007093730848282576,3.4084525108337402,0.16595114767551422,0.04999999701976776,-2.995732307434082,-3.4744040966033936
60,0.007979962043464184,0.007759442087262869,0.008200482465326786,3.2163591384887695,0.16469493508338928,0.04999999701976776,-2.995732307434082,-3.2810540199279785
61,0.012241746298968792,0.011979143135249615,0.01250434946268797,3.442457675933838,0.16549237072467804,0.04999999701976776,-2.995732307434082,-3.5079498291015625
62,0.010663962922990322,0.010477959178388119,0.010849966667592525,3.2531607151031494,0.165237694978714,0.04999999701976776,-2.995732307434082,-3.3183984756469727
63,0.0064314622431993484,0.006130169611424208,0.006732754409313202,3.0897490978240967,0.16421173512935638,0.04999999701976776,-2.995732307434082,-3.153960704803467
64,0.008659500628709793,0.008364642970263958,0.008954357355833054,3.30548095703125,0.1657078117132187,0.04999999701976776,-2.995732307434082,-3.3711891174316406
65,0.005140627734363079,0.00483221560716629,0.005449039861559868,3.1290645599365234,0.16642284393310547,0.04999999701976776,-2.995732307434082,-3.1954872608184814
66,0.005203407257795334,0.004899168387055397,0.005507646594196558,3.591960906982422,0.16550448536872864,0.04999999701976776,-2.995732307434082,-3.6574654579162598
67,0.007108936086297035,0.0068481978960335255,0.007369674276560545,3.2787530422210693,0.16464363038539886,0.04999999701976776,-2.995732307434082,-3.3433969020843506
68,0.005620228126645088,0.005608479492366314,0.0056319767609238625,3.3808393478393555,0.16514292359352112,0.04999999701976776,-2.995732307434082,-3.445981979370117
69,0.007828857749700546,0.007116349413990974,0.008541365154087543,3.5416011810302734,0.16624167561531067,0.04999999701976776,-2.995732307434082,-3.6078429222106934
70,0.018461601808667183,0.018102293834090233,0.018820909783244133,3.6235404014587402,0.1653057485818863,0.04999999701976776,-2.995732307434082,-3.6888461112976074
71,0.006683420389890671,0.006668766960501671,0.006698073353618383,3.473165273666382,0.16568264365196228,0.04999999701976776,-2.995732307434082,-3.5388476848602295
72,0.015083534643054008,0.01450007688254118,0.015666993334889412,3.7224624156951904,0.16701562702655792,0.04999999701976776,-2.995732307434082,-3.7894787788391113
73,0.006754300557076931,0.006600528955459595,0.006908072624355555,3.247551918029785,0.1657002717256546,0.04999999701976776,-2.995732307434082,-3.3132522106170654
74,0.007809776812791824,0.00797995738685131,0.007639595773071051,3.2955455780029297,0.16454648971557617,0.04999999701976776,-2.995732307434082,-3.3600916862487793
75,0.014490967616438866,0.014227372594177723,0.014754562638700008,3.7093822956085205,0.16565340757369995,0.04999999701976776,-2.995732307434082,-3.775035858154297
76,0.0055090151727199554,0.005114832893013954,0.005903197918087244,3.6057350635528564,0.16594050824642181,0.04999999701976776,-2.995732307434082,-3.671675682067871
77,0.005729587748646736,0.005464071407914162,0.005995104555040598,3.3318376541137695,0.16606861352920532,0.04999999701976776,-2.995732307434082,-3.3979063034057617
